frequency,av_mag
2.000000000000000e+01,0.000000000000000e+00,9.771805512941607e-01,0.0
2.100000000000000e+01,0.000000000000000e+00,9.754253673062176e-01,0.0
2.200000000000000e+01,0.000000000000000e+00,9.736287628800744e-01,0.0
2.300000000000000e+01,0.000000000000000e+00,9.717853530121542e-01,0.0
2.400000000000000e+01,0.000000000000000e+00,9.698884504777592e-01,0.0
2.500000000000000e+01,0.000000000000000e+00,9.679300321963598e-01,0.0
2.600000000000000e+01,0.000000000000000e+00,9.659006727839268e-01,0.0
2.700000000000000e+01,0.000000000000000e+00,9.637894404280443e-01,0.0
2.800000000000000e+01,0.000000000000000e+00,9.615837494268029e-01,0.0
2.900000000000000e+01,0.000000000000000e+00,9.592691624394074e-01,0.0
3.000000000000000e+01,0.000000000000000e+00,9.568291336424728e-01,0.0
3.100000000000000e+01,0.000000000000000e+00,9.542446814516765e-01,0.0
3.200000000000000e+01,0.000000000000000e+00,9.514939760980454e-01,0.0
3.300000000000000e+01,0.000000000000000e+00,9.485518228870535e-01,0.0
3.400000000000000e+01,0.000000000000000e+00,9.453890160806879e-01,0.0
3.500000000000000e+01,0.000000000000000e+00,9.419715305400779e-01,0.0
3.600000000000000e+01,0.000000000000000e+00,9.382595078704598e-01,0.0
3.700000000000000e+01,0.000000000000000e+00,9.342059798732233e-01,0.0
3.800000000000000e+01,0.000000000000000e+00,9.297552533079841e-01,0.0
3.900000000000000e+01,0.000000000000000e+00,9.248408544326959e-01,0.0
4.000000000000000e+01,0.000000000000000e+00,9.193828969244587e-01,0.0
4.100000000000000e+01,0.000000000000000e+00,9.132846889229230e-01,0.0
4.200000000000000e+01,0.000000000000000e+00,9.064283290258344e-01,0.0
4.300000000000000e+01,0.000000000000000e+00,8.986689501097495e-01,0.0
4.400000000000000e+01,0.000000000000000e+00,8.898271445421090e-01,0.0
4.500000000000000e+01,0.000000000000000e+00,8.796789327685856e-01,0.0
4.600000000000000e+01,0.000000000000000e+00,8.679424056710440e-01,0.0
4.700000000000000e+01,0.000000000000000e+00,8.542598673345286e-01,0.0
4.800000000000000e+01,0.000000000000000e+00,8.381739285151681e-01,0.0
4.900000000000000e+01,0.000000000000000e+00,8.190955896226646e-01,0.0
5.000000000000000e+01,0.000000000000000e+00,7.962620429076562e-01,0.0
5.100000000000000e+01,0.000000000000000e+00,7.686820941956516e-01,0.0
5.200000000000000e+01,0.000000000000000e+00,7.350686679253268e-01,0.0
5.300000000000000e+01,0.000000000000000e+00,6.937628337519184e-01,0.0
5.400000000000000e+01,0.000000000000000e+00,6.426662143520459e-01,0.0
5.500000000000000e+01,0.000000000000000e+00,5.792253580009940e-01,0.0
5.600000000000000e+01,0.000000000000000e+00,5.005605239525357e-01,0.0
5.700000000000000e+01,0.000000000000000e+00,4.038989001231540e-01,0.0
5.800000000000000e+01,0.000000000000000e+00,2.875096610858150e-01,0.0
5.900000000000000e+01,0.000000000000000e+00,1.522433961319020e-01,0.0
6.000000000000000e+01,0.000000000000000e+00,1.378378515851931e-02,0.0
6.100000000000000e+01,0.000000000000000e+00,1.546755591567600e-01,0.0
6.200000000000000e+01,0.000000000000000e+00,3.047924585788180e-01,0.0
6.300000000000000e+01,0.000000000000000e+00,4.402651472595879e-01,0.0
6.400000000000000e+01,0.000000000000000e+00,5.554119848445983e-01,0.0
6.500000000000000e+01,0.000000000000000e+00,6.490786673437371e-01,0.0
6.600000000000000e+01,0.000000000000000e+00,7.231493247240770e-01,0.0
6.700000000000000e+01,0.000000000000000e+00,7.808390390777280e-01,0.0
6.800000000000000e+01,0.000000000000000e+00,8.255180390682955e-01,0.0
6.900000000000000e+01,0.000000000000000e+00,8.601475322131241e-01,0.0
7.000000000000000e+01,0.000000000000000e+00,8.871154734448862e-01,0.0
7.100000000000000e+01,0.000000000000000e+00,9.082642110585144e-01,0.0
7.200000000000000e+01,0.000000000000000e+00,9.249843780202072e-01,0.0
7.300000000000000e+01,0.000000000000000e+00,9.383162240750851e-01,0.0
7.400000000000000e+01,0.000000000000000e+00,9.490368106106458e-01,0.0
7.500000000000000e+01,0.000000000000000e+00,9.577284196154972e-01,0.0
7.600000000000000e+01,0.000000000000000e+00,9.648299099319582e-01,0.0
7.700000000000000e+01,0.000000000000000e+00,9.706744611213765e-01,0.0
7.800000000000000e+01,0.000000000000000e+00,9.755170651029014e-01,0.0
7.900000000000000e+01,0.000000000000000e+00,9.795545118944262e-01,0.0
8.000000000000000e+01,0.000000000000000e+00,9.829399518579537e-01,0.0
8.100000000000000e+01,0.000000000000000e+00,9.857935572697758e-01,0.0
8.200000000000000e+01,0.000000000000000e+00,9.882103773896135e-01,0.0
8.300000000000000e+01,0.000000000000000e+00,9.902661673508486e-01,0.0
8.400000000000000e+01,0.000000000000000e+00,9.920217464841415e-01,0.0
8.500000000000000e+01,0.000000000000000e+00,9.935262824804026e-01,0.0
8.600000000000000e+01,0.000000000000000e+00,9.948197854075292e-01,0.0
8.700000000000000e+01,0.000000000000000e+00,9.959350162088783e-01,0.0
8.800000000000000e+01,0.000000000000000e+00,9.968989580652057e-01,0.0
8.900000000000000e+01,0.000000000000000e+00,9.977339589577902e-01,0.0
9.000000000000000e+01,0.000000000000000e+00,9.984586250995454e-01,0.0
9.100000000000000e+01,0.000000000000000e+00,9.990885242398487e-01,0.0
9.200000000000000e+01,0.000000000000000e+00,9.996367428598483e-01,0.0
9.300000000000000e+01,0.000000000000000e+00,1.000114330326711e+00,0.0
9.400000000000000e+01,0.000000000000000e+00,1.000530655021096e+00,0.0
9.500000000000000e+01,0.000000000000000e+00,1.000893691487565e+00,0.0
9.600000000000000e+01,0.000000000000000e+00,1.001210253210000e+00,0.0
9.700000000000000e+01,0.000000000000000e+00,1.001486182275094e+00,0.0
9.800000000000000e+01,0.000000000000000e+00,1.001726504664957e+00,0.0
9.900000000000000e+01,0.000000000000000e+00,1.001935558001762e+00,0.0
1.000000000000000e+02,0.000000000000000e+00,1.002117097100627e+00,0.0
